103079215316,MEMBER,<empty>,<empty>,loopEnds,29,,<empty>,61,loopEnds,,,11,,std.vector<Token*>
103079215317,MEMBER,<empty>,<empty>,branchCount = 0,13,,<empty>,62,branchCount,,,12,,int
103079215318,MEMBER,<empty>,<empty>,Win32,31,,<empty>,509,Win32,,,1,,std.uint8_t
103079215319,MEMBER,<empty>,<empty>,x64,38,,<empty>,509,x64,,,2,,std.uint8_t
103079215320,MEMBER,<empty>,<empty>,Unknown,43,,<empty>,509,Unknown,,,3,,std.uint8_t
103079215321,MEMBER,<empty>,<empty>,platform = Unknown,53,,<empty>,509,platform,,,1,,enum
103079215322,MEMBER,<empty>,<empty>,name,21,,<empty>,507,name,,,2,,std.string
103079215323,MEMBER,<empty>,<empty>,configuration,21,,<empty>,508,configuration,,,3,,std.string
103079215324,MEMBER,<empty>,<empty>,platformStr,21,,<empty>,510,platformStr,,,5,,std.string
103079215325,MEMBER,<empty>,<empty>,condition,21,,<empty>,609,condition,,,4,,std.string
103079215326,MEMBER,<empty>,<empty>,enhancedInstructionSet,21,,<empty>,610,enhancedInstructionSet,,,5,,std.string
103079215327,MEMBER,<empty>,<empty>,preprocessorDefinitions,21,,<empty>,611,preprocessorDefinitions,,,6,,std.string
103079215328,MEMBER,<empty>,<empty>,additionalIncludePaths,21,,<empty>,612,additionalIncludePaths,,,7,,std.string
103079215329,MEMBER,<empty>,<empty>,entryPointSymbol,21,,<empty>,613,entryPointSymbol,,,8,,std.string
103079215330,MEMBER,<empty>,<empty>,cppstd = Standards::CPPLatest,29,,<empty>,614,cppstd,,,9,,Standards.cppstd_t
103079215331,MEMBER,<empty>,<empty>,minvalue,38,,<empty>,53,minvalue,,,1,,std.vector<MathLib.bigint>
103079215332,MEMBER,<empty>,<empty>,maxvalue,48,,<empty>,53,maxvalue,,,2,,std.vector<MathLib.bigint>
103079215333,MEMBER,<empty>,<empty>,minRef,46,,<empty>,54,minRef,,,3,,std.vector<constValueFlow.Value*>
103079215334,MEMBER,<empty>,<empty>,maxRef,54,,<empty>,54,maxRef,,,4,,std.vector<constValueFlow.Value*>
103079215335,MEMBER,<empty>,<empty>,mPlatformTypes,45,,<empty>,52,mPlatformTypes,,,2,,"std.map<std.string,PlatformType>"
103079215336,MEMBER,<empty>,<empty>,mPrefixes,31,,<empty>,71,mPrefixes,,,5,,std.set<std.string>
103079215337,MEMBER,<empty>,<empty>,mSuffixes,31,,<empty>,72,mSuffixes,,,6,,std.set<std.string>
103079215338,MEMBER,<empty>,<empty>,mStart,21,,<empty>,105,mStart,,,10,,std.string
103079215339,MEMBER,<empty>,<empty>,mEnd,21,,<empty>,106,mEnd,,,11,,std.string
103079215340,MEMBER,<empty>,<empty>,mOffset{},13,,<empty>,107,mOffset,,,12,,int
103079215341,MEMBER,<empty>,<empty>,mBlocks,31,,<empty>,108,mBlocks,,,13,,std.set<std.string>
103079215342,MEMBER,<empty>,<empty>,False,48,,<empty>,111,False,,,1,,std.uint8_t
103079215343,MEMBER,<empty>,<empty>,True,55,,<empty>,111,True,,,2,,std.uint8_t
103079215344,MEMBER,<empty>,<empty>,Maybe,61,,<empty>,111,Maybe,,,3,,std.uint8_t
103079215345,MEMBER,<empty>,<empty>,mFunctionwarn,37,,<empty>,113,mFunctionwarn,,,5,,"std.map<std.string,WarnInfo>"
103079215346,MEMBER,<empty>,<empty>,mDefines,27,,<empty>,114,mDefines,,,6,,std.set<std.string>
103079215347,MEMBER,<empty>,<empty>,mContainers,48,,<empty>,116,mContainers,,,7,,"std.unordered_map<std.string,Container>"
103079215348,MEMBER,<empty>,<empty>,mFunctions,47,,<empty>,117,mFunctions,,,8,,"std.unordered_map<std.string,Function>"
103079215349,MEMBER,<empty>,<empty>,mSmartPointers,51,,<empty>,118,mSmartPointers,,,9,,"std.unordered_map<std.string,SmartPointer>"
103079215350,MEMBER,<empty>,<empty>,mAllocId{},9,,<empty>,120,mAllocId,,,10,,int
103079215351,MEMBER,<empty>,<empty>,mFiles,27,,<empty>,121,mFiles,,,11,,std.set<std.string>
103079215352,MEMBER,<empty>,<empty>,mAlloc,38,,<empty>,122,mAlloc,,,12,,"std.map<std.string,AllocFunc>"
103079215353,MEMBER,<empty>,<empty>,mDealloc,38,,<empty>,123,mDealloc,,,13,,"std.map<std.string,AllocFunc>"
