94489280769,LOCAL,,const std::string cmd,23,,<empty>,689,cmd,,,4,,std.string
94489280770,LOCAL,,FILE *p,11,,<empty>,694,p,,,6,,FILE*
94489280771,LOCAL,,char buffer[1024],10,,<empty>,703,buffer,,,9,,char[1024]
94489280772,LOCAL,,const int res,15,,<empty>,710,res,,,12,,int
94489280773,LOCAL,,arg,5,,<empty>,680,arg,,,0,,ANY
94489280774,LOCAL,,string,35,,<empty>,683,string,,,0,,string
94489280775,LOCAL,,std,30,,<empty>,683,std,,,0,,std
94489280776,LOCAL,,<iterator>4,5,,<empty>,680,<iterator>4,,,0,,std.iterator
94489280777,LOCAL,,OutputFormat,45,,<empty>,656,OutputFormat,,,0,,OutputFormat
94489280778,LOCAL,,Settings,35,,<empty>,656,Settings,,,0,,Settings
94489280779,LOCAL,,Severity,25,,<empty>,622,Severity,,,0,,Severity
94489280780,LOCAL,,string,88,,<empty>,633,string,,,0,,string
94489280781,LOCAL,,std,83,,<empty>,633,std,,,0,,std
94489280782,LOCAL,,std,9,,<empty>,590,std,,,0,,std
94489280783,LOCAL,,Color,14,,<empty>,589,Color,,,0,,Color
94489280784,LOCAL,,std,36,,<empty>,581,std,,,0,,std
94489280785,LOCAL,,Severity,75,,<empty>,499,Severity,,,0,,Severity
94489280786,LOCAL,,OutputFormat,64,,<empty>,500,OutputFormat,,,0,,OutputFormat
94489280787,LOCAL,,Settings,54,,<empty>,500,Settings,,,0,,Settings
94489280788,LOCAL,,EXIT_SUCCESS,12,,<empty>,494,EXIT_SUCCESS,,,0,,ANY
94489280789,LOCAL,,EXIT_FAILURE,16,,<empty>,490,EXIT_FAILURE,,,0,,ANY
94489280790,LOCAL,,OutputFormat,44,,<empty>,435,OutputFormat,,,0,,OutputFormat
94489280791,LOCAL,,Settings,34,,<empty>,435,Settings,,,0,,Settings
94489280792,LOCAL,,Checks,95,,<empty>,474,Checks,,,0,,Checks
94489280793,LOCAL,,Severity,37,,<empty>,473,Severity,,,0,,Severity
94489280794,LOCAL,,fileNames,32,,<empty>,440,fileNames,,,0,,ANY
94489280795,LOCAL,,std,9,,<empty>,440,std,,,0,,std
94489280796,LOCAL,,Suppression,110,,<empty>,396,Suppression,,,0,,Suppression
94489280797,LOCAL,,SuppressionList,93,,<empty>,396,SuppressionList,,,0,,SuppressionList
94489280798,LOCAL,,EXIT_SUCCESS,16,,<empty>,365,EXIT_SUCCESS,,,0,,ANY
94489280799,LOCAL,,EXIT_FAILURE,16,,<empty>,362,EXIT_FAILURE,,,0,,ANY
94489280800,LOCAL,,mErrorOutput,24,,<empty>,326,mErrorOutput,,,0,,ANY
94489280801,LOCAL,,mLatestProgressOutputTime,21,,<empty>,321,mLatestProgressOutputTime,,,0,,ANY
94489280802,LOCAL,,OutputFormat,53,,<empty>,261,OutputFormat,,,0,,OutputFormat
94489280803,LOCAL,,Settings,43,,<empty>,261,Settings,,,0,,Settings
94489280804,LOCAL,,std::ofstream,36,,<empty>,256,ofstream,,,0,,std.ofstream
94489280805,LOCAL,,std,13,,<empty>,244,std,,,0,,std
94489280806,LOCAL,,Certainty,37,,<empty>,219,Certainty,,,0,,Certainty
94489280807,LOCAL,,Severity,18,,<empty>,203,Severity,,,0,,Severity
94489280808,LOCAL,,string,43,,<empty>,187,string,,,0,,string
94489280809,LOCAL,,std,38,,<empty>,187,std,,,0,,std
94489280810,LOCAL,,finding,13,,<empty>,152,finding,,,0,,ANY
94489280811,LOCAL,,<iterator>3,13,,<empty>,152,<iterator>3,,,0,,std.iterator
94489280812,LOCAL,,location,13,,<empty>,132,location,,,0,,ANY
94489280813,LOCAL,,<iterator>2,13,,<empty>,132,<iterator>2,,,0,,std.iterator
94489280814,LOCAL,,finding,13,,<empty>,90,finding,,,0,,ANY
94489280815,LOCAL,,Severity,45,,<empty>,113,Severity,,,0,,Severity
94489280816,LOCAL,,ruleIds,35,,<empty>,89,ruleIds,,,0,,ANY
94489280817,LOCAL,,<iterator>1,13,,<empty>,90,<iterator>1,,,0,,std.iterator
94489280818,LOCAL,,std,13,,<empty>,89,std,,,0,,std
94489280819,LOCAL,,class Settings,7,,<empty>,28,Settings,,,1,,class
94489280820,LOCAL,,class ErrorLogger,7,,<empty>,29,ErrorLogger,,,2,,class
94489280821,LOCAL,,class SuppressionList,7,,<empty>,30,SuppressionList,,,3,,class
94489280822,LOCAL,,std::string errmsg,21,,<empty>,49,errmsg,,,1,,std.string
94489280823,LOCAL,,std::ostringstream oss,28,,<empty>,67,oss,,,1,,std.ostringstream
94489280824,LOCAL,,const unsigned long percentDone,29,,<empty>,68,percentDone,,,2,,longunsigned
94489280825,LOCAL,,Color,43,,<empty>,72,Color,,,0,,Color
94489280826,LOCAL,,std,9,,<empty>,56,std,,,0,,std
94489280827,LOCAL,,Severity,25,,<empty>,43,Severity,,,0,,Severity
94489280828,LOCAL,,class Settings,7,,<empty>,28,Settings,,,1,,class
94489280829,LOCAL,,class ErrorLogger,7,,<empty>,29,ErrorLogger,,,2,,class
94489280830,LOCAL,,class ErrorMessage,7,,<empty>,30,ErrorMessage,,,3,,class
94489280831,LOCAL,,class FileWithDetails,7,,<empty>,33,FileWithDetails,,,6,,class
